6155,3,62.68,173,6,39087,245,23
3321,3,58.48,110,6,56087,328,22
4739,2,52.05,136,6,88376,460,20
2330,4,97.47,180,25,62583,610,19
6176,3,63.07,153,6,57079,360,23
6251,3,72.0,3,11,61111,440,11
6035,5,159.16,35,20,125659,2000,10
6383,5,134.84,28,11,71195,960,15
2617,3,74.93,127,7,66728,500,18
665,2,36.48,37,6,54824,200,28
2210,5,161.24,157,15,41552,670,18
3106,3,64.64,19,20,85086,550,29
32,5,106.07,25,6,66465,705,14
3128,2,50.59,181,6,59300,300,24
308,4,110.49,73,4,63354,700,18
1758,2,29.22,164,6,67761,198,35
6515,2,44.24,181,6,70072,310,38
1215,5,161.91,87,20,83379,1350,7
4688,5,109.24,160,20,64079,700,19
1551,2,39.49,171,7,60774,240,26
3044,4,113.68,160,24,65974,750,20
5311,2,59.78,44,6,49347,295,11
6334,2,57.0,171,6,73684,420,37
841,5,152.94,49,23,60154,920,21
6712,8,343.0,90,10,134110,4600,11
3148,2,37.19,80,5,61844,230,36
6377,2,42.26,173,6,48035,203,21
3683,3,44.15,91,6,63420,280,39
1273,4,78.87,123,23,65931,520,19
5785,3,62.65,119,6,59058,370,22
766,2,45.39,54,6,48468,220,23
4795,2,43.13,54,6,45907,198,22
280,3,41.66,89,6,76812,320,34
6178,3,49.69,153,6,59971,298,22
4676,2,37.01,121,6,112672,417,31
3137,2,39.49,42,7,65839,260,24
6411,6,142.52,4,3,53325,760,13
1406,2,57.51,179,6,46774,269,21
2138,4,80.07,56,18,96165,770,8
1204,3,49.88,11,6,75180,375,36
2830,3,54.17,82,6,71995,390,28
5956,6,76.28,16,6,64892,495,22
3829,1,27.52,112,3,68313,188,28
2310,4,93.89,6,21,73490,690,20
222,5,129.91,11,18,75436,980,16
666,3,59.4,37,6,55555,330,25
5869,3,62.01,106,7,62893,390,27
5192,2,54.0,103,7,42592,230,18
2358,4,86.0,183,6,68372,588,36
2778,1,32.26,72,6,53316,172,22
6678,2,40.23,15,13,51702,208,10
5091,2,43.81,89,6,71901,315,35
6771,4,105.71,22,25,81354,860,11
611,4,111.63,12,34,67186,750,12
3442,2,35.23,122,5,51092,180,42
4791,5,137.0,3,16,74452,1020,11
6176,4,64.19,153,6,56862,365,23
5219,3,62.45,82,18,89671,560,27
4949,5,115.0,0,11,59130,680,13
1460,6,145.12,132,27,84068,1220,17
167,2,42.3,7,6,57919,245,24
4657,5,147.02,182,31,93864,1380,14
4033,3,60.03,44,8,69132,415,7
1144,3,75.96,3,18,53975,410,19
6758,4,101.7,91,24,67846,690,18
5192,1,33.38,103,7,49430,165,19
2083,3,49.91,81,6,79142,395,35
6416,8,133.5,155,6,71161,950,15
5037,1,29.8,8,6,82550,246,53
2098,5,129.88,80,10,69140,898,16
456,3,83.79,35,34,101444,850,14
4129,3,67.9,80,7,61119,415,24
5370,2,37.1,104,6,54447,202,23
6540,1,28.71,163,6,65482,188,34
3451,2,53.1,81,6,53672,285,63
6109,5,159.28,39,13,57759,920,21
3124,1,31.82,181,5,58139,185,30
439,4,89.86,45,36,38393,345,6
375,3,76.93,7,24,64344,495,19
1186,4,111.36,82,33,76329,850,13
2144,3,75.27,56,18,92998,700,11
6486,2,40.26,19,21,96870,390,30
4739,2,37.75,136,6,79470,300,21
3150,2,45.0,80,5,62222,280,38
1158,4,64.87,100,6,34838,226,32
5221,3,52.82,133,4,33888,179,30
1537,2,53.42,42,6,65518,350,32
170,2,59.65,7,24,50293,300,19
1463,2,47.43,40,6,60721,288,24
3598,4,89.33,63,6,41979,375,22
153,2,42.87,16,7,51317,220,23
5168,3,65.72,118,26,70754,465,25
4660,5,132.21,53,10,62022,820,12
5532,3,67.58,28,6,56969,385,23
3460,1,31.44,22,6,57251,180,29
95,4,100.17,2,10,63891,640,18
5416,4,98.0,3,13,63265,620,14
2577,3,53.07,49,6,67834,360,25
866,3,64.25,11,6,105836,680,18
6894,2,41.3,0,6,52058,215,22
5646,4,82.22,172,14,36487,300,12
2098,4,98.04,80,16,74969,735,15
6689,3,82.4,181,7,63106,520,22
2509,3,57.15,52,6,48993,280,23
125,3,61.43,72,6,55835,343,21
1747,2,67.86,3,6,53050,360,18
1162,2,33.28,80,6,62500,208,25
2053,2,43.9,53,6,56947,250,27
1601,2,54.63,40,6,55464,303,21
2925,2,44.53,72,6,52099,232,25
5200,4,93.3,8,6,87888,820,19
713,3,78.0,166,25,80128,625,11
1022,4,110.98,181,7,78392,870,15
1909,3,50.49,16,6,71301,360,37
2610,3,60.67,10,6,59337,360,22
6205,6,156.48,155,7,47929,750,21
47,4,85.0,0,11,62352,530,17
5168,3,70.04,118,22,67104,470,24
4677,2,40.8,121,6,83333,340,33
3187,2,55.22,53,6,57044,315,19
5290,5,109.73,98,11,41921,460,6
6907,5,107.91,183,7,72282,780,19
461,4,81.0,142,4,79012,640,32
597,5,68.33,141,15,100980,690,14
954,2,59.7,98,18,44891,268,7
3739,5,133.76,3,18,64294,860,11
2928,5,158.97,73,26,95615,1520,14
3347,5,94.7,7,6,78141,740,12
6594,4,96.82,165,14,70233,680,10
6372,2,35.15,72,6,53485,188,22
1847,2,41.85,93,6,35364,148,23
5291,5,131.0,98,3,53435,700,7
5570,2,45.37,81,4,62816,285,59
228,4,93.2,104,6,67381,628,14
1277,3,80.0,40,5,74375,595,16
139,4,103.33,70,14,56130,580,11
1434,3,64.52,79,29,73620,475,23
4058,3,74.42,70,6,49045,365,19
2466,3,68.53,11,7,83175,570,27
4579,3,69.44,115,6,43202,300,20
6731,4,95.29,130,6,36729,350,10
161,3,67.27,7,6,62137,418,35
358,4,85.11,73,37,123369,1050,16
1544,1,34.85,122,6,53084,185,22
6221,4,96.63,161,18,77098,745,13
6706,3,86.05,170,24,55200,475,19
4965,4,74.83,82,6,78845,590,36
251,5,135.0,97,6,46518,628,12
2921,2,42.65,72,13,55803,238,30
1077,3,75.6,23,6,40343,305,20
3253,3,77.78,111,6,39856,310,11
1790,5,146.0,68,17,95205,1390,17
5656,1,38.92,89,6,71428,278,31
3253,5,93.12,111,5,34901,325,11
1823,5,145.0,73,33,60689,880,20
3683,2,42.93,91,6,64057,275,39
3970,2,42.66,180,6,70323,300,19
5350,4,72.91,109,7,50747,370,9
2355,2,44.78,183,4,69227,310,59
5322,5,130.23,77,14,52215,680,7
611,5,121.95,12,30,72160,880,14
6280,2,37.46,27,6,58729,220,22
2658,3,60.63,40,6,52779,320,19
6377,2,42.7,173,6,48009,205,22
4360,2,45.98,122,6,56546,260,35
6109,5,160.86,39,11,55949,900,21
2480,3,55.57,89,6,69281,385,37
4730,4,96.41,73,29,47609,459,28
6228,2,48.22,116,5,40439,195,36
5819,4,95.61,73,24,83568,799,20
3481,1,29.0,7,6,70689,205,23
5853,3,51.5,94,5,31067,160,8
5222,3,77.2,133,6,36269,280,21
2194,2,43.52,22,6,60891,265,30
6811,3,65.65,178,6,50266,330,22
3918,3,54.09,53,6,57311,310,9
2957,4,104.28,39,27,124664,1300,9
4123,5,135.01,119,18,79994,1080,9
4283,2,40.15,133,6,45579,183,22
3739,5,128.83,3,7,64425,830,11
1264,2,42.6,17,7,83333,355,28
6711,4,122.77,90,32,77380,950,12
3230,5,168.0,142,19,52261,878,22
6223,4,111.02,161,11,66654,740,11
6448,3,56.26,82,6,70920,399,27
4855,5,205.07,118,11,73145,1500,16
3426,3,64.96,161,6,59267,385,20
2656,4,70.2,40,6,68376,480,14
5396,1,33.18,181,6,63291,210,24
1786,5,130.57,15,14,48249,630,11
2922,5,137.24,72,18,47362,650,16
4178,5,131.53,181,7,70706,930,15
5672,1,37.74,17,7,82140,310,23
4040,3,73.68,70,18,48859,360,21
3847,2,48.01,118,6,114559,550,22
1304,4,86.41,160,34,111098,960,3
3362,4,91.24,24,18,56992,520,10
4015,5,122.1,35,24,81900,1000,17
3119,2,39.36,181,6,62245,245,24
6082,4,77.56,115,6,58664,455,9
2506,4,105.04,79,28,79017,830,20
3078,4,109.45,55,31,84970,930,10
3474,4,110.36,63,6,37151,410,16
5176,4,74.15,55,7,60687,450,20
1337,5,137.49,158,18,70550,970,16
3806,3,53.57,81,5,74668,400,40
4680,2,40.63,121,6,72606,295,35
850,4,112.27,154,11,65021,730,16
844,4,83.78,166,26,125328,1050,16
1848,3,57.72,90,25,107415,620,23
4691,2,30.75,160,6,97560,300,30
5991,1,31.7,171,6,63091,200,30
1164,2,38.53,80,6,64884,250,29
1482,3,53.25,94,6,43192,230,21
1663,2,45.06,116,5,37727,170,32
3253,5,92.94,111,5,36044,335,11
726,3,63.92,73,24,78222,500,24
3757,3,63.9,65,6,69640,445,27
220,2,64.78,96,22,108058,700,10
3944,2,47.74,73,24,79597,380,24
5168,3,64.56,118,22,75123,485,28
6766,3,65.29,3,6,55138,360,20
2772,3,70.32,160,26,73947,520,27
4848,3,52.93,122,6,53466,283,23
168,3,49.23,7,6,63985,315,26
2643,3,58.44,164,6,53901,315,30
1703,4,67.99,143,6,126489,860,34
2212,7,173.99,173,6,54485,948,14
5581,5,76.23,100,6,36075,275,25
1629,3,58.45,178,6,52181,305,21
6423,4,100.82,106,32,76869,775,15
5774,5,178.82,142,37,83883,1500,11
5512,4,94.98,25,6,81069,770,15
118,4,73.0,3,5,56164,410,19
5247,2,60.79,4,8,53462,325,12
2809,3,50.0,181,6,64000,320,32
1849,6,212.65,136,21,95462,2030,12
5901,2,38.79,112,6,64449,250,26
3074,2,48.35,169,6,98241,475,34
2410,4,87.62,24,14,62771,550,8
3859,5,95.41,103,6,45068,430,12
6708,8,249.45,108,38,104229,2600,12
603,5,129.43,71,15,58718,760,14
2207,2,37.15,145,32,74024,275,14
3117,3,63.0,80,5,95238,600,18
3481,2,36.47,7,6,62517,228,23
3253,5,97.93,111,11,37271,365,11
3877,3,52.56,118,5,84665,445,34
5564,3,69.94,20,24,74349,520,25
627,2,44.74,13,6,50290,225,19
136,4,106.0,98,14,46981,498,11
5167,3,53.54,118,6,84049,450,30
721,3,74.81,73,24,82876,620,26
2767,1,35.6,72,6,49157,175,31
1986,1,33.12,145,6,74879,248,24
858,2,40.0,20,6,62500,250,33
881,5,106.91,154,6,53315,570,14
1183,4,113.18,73,28,92772,1050,18
6041,3,70.97,14,30,64816,460,22
4473,5,117.89,79,35,78038,920,21
544,3,58.44,109,7,47912,280,12
3309,5,160.16,68,30,84290,1350,18
5642,5,120.08,166,34,84110,1010,16
6275,3,71.12,173,7,43588,310,20
6242,5,113.27,0,7,46790,530,20
1435,2,38.04,79,6,87276,332,29
2888,3,62.21,10,6,57064,355,26
3683,3,47.8,91,6,62761,300,39
6124,2,48.68,3,6,61626,300,20
2661,2,53.61,72,6,52229,280,32
5963,3,69.05,89,24,69514,480,29
3124,2,33.27,181,6,64622,215,27
6554,2,45.0,72,6,52222,235,31
5606,3,67.39,154,6,54162,365,23
5357,2,42.3,153,6,57919,245,27
6403,4,83.13,4,6,43907,365,17
120,4,83.73,3,18,52549,440,8
3358,5,130.9,40,7,48892,640,18
6927,3,52.3,184,6,61185,320,23
456,3,79.47,35,34,96891,770,14
4873,4,75.21,28,6,57173,430,23
821,3,55.65,100,6,38274,213,36
4473,5,115.22,79,33,77243,890,23
5579,2,46.17,9,6,74940,346,22
2928,4,118.85,73,22,90870,1080,17
5545,1,34.37,6,6,71283,245,31
3253,5,93.12,111,5,34149,318,11
2661,1,28.31,72,6,56517,160,31
1032,3,63.71,154,6,52582,335,20
3143,2,51.8,80,6,57915,300,28
3399,3,58.43,106,28,91562,535,13
4915,4,113.31,63,4,38831,440,13
6754,3,46.0,42,6,67826,312,36
248,5,144.12,160,16,67860,978,16
4415,4,74.31,3,6,51137,380,13
6000,4,87.11,90,29,88393,770,13
1973,3,49.84,28,6,62199,310,21
6909,3,68.5,183,6,62043,425,24
4057,1,31.28,11,6,86317,270,24
4151,5,155.03,73,33,90305,1400,18
80,3,62.54,11,25,71953,450,22
1555,2,47.7,42,6,69182,330,24
5978,3,83.59,127,18,54432,455,24
3124,2,36.25,181,6,62068,225,33
1468,2,40.86,3,6,58737,240,22
5167,3,49.99,118,6,78015,390,28
2920,2,48.02,72,5,53727,258,36
5320,4,103.46,160,9,81674,845,19
5528,4,72.65,28,6,57811,420,22
1895,3,67.22,16,6,74085,498,36
1722,5,94.61,77,6,50523,478,11
2960,5,102.88,38,6,39366,405,21
4523,3,47.38,116,6,37990,180,35
4525,4,78.75,116,6,45079,355,26
1497,3,57.55,11,7,92962,535,22
1683,5,155.0,157,8,63225,980,19
3783,2,50.93,181,6,57922,295,32
786,2,48.6,11,6,68930,335,30
5831,1,27.66,141,6,86767,240,27
3684,1,34.62,91,6,63547,220,34
6810,3,68.87,52,6,45738,315,22
2653,2,47.34,81,5,80270,380,39
916,5,167.37,73,34,64826,1085,17
6514,3,48.8,11,6,76434,373,22
555,6,160.31,112,16,79845,1280,11
663,2,51.5,37,6,61165,315,27
723,3,74.43,73,18,79269,590,26
401,6,190.0,0,17,63684,1210,9
5376,6,130.88,39,21,64180,840,21
5784,4,74.74,29,6,56863,425,23
4864,2,40.0,123,6,67000,268,34
3066,5,108.13,2,18,73060,790,12
3030,2,48.11,3,6,66514,320,21
660,2,52.36,37,6,52521,275,31
3479,4,58.61,133,6,33270,195,29
3853,2,43.0,103,6,40697,175,22
1386,1,31.0,11,5,74193,230,37
6745,5,152.02,155,11,74990,1140,12
1890,2,50.36,16,6,60166,303,30
2679,1,33.02,25,5,59055,195,60
4195,5,178.22,73,34,87532,1560,14
1420,6,134.93,6,26,48914,660,13
5378,4,86.99,15,16,42533,370,13
1474,5,133.41,133,14,44974,600,12
2791,2,54.0,146,5,63888,345,24
6387,5,120.42,28,5,62282,750,20
5370,3,62.32,104,6,51347,320,22
1096,4,117.28,81,24,69918,820,22
291,3,66.1,40,6,54462,360,28
6335,2,50.27,16,6,67634,340,30
3749,4,84.89,3,18,61255,520,11
2902,4,89.35,71,11,83939,750,6
4846,1,25.88,122,5,54095,140,64
6039,2,39.87,14,5,72736,290,38
5002,5,264.13,166,47,109794,2900,12
4713,1,50.19,169,38,78700,395,19
6184,4,100.45,154,20,55749,560,17
2194,3,62.22,22,6,69913,435,28
238,3,76.07,157,6,53240,405,21
6705,3,65.72,170,6,53256,350,20
1145,2,49.07,29,6,54004,265,23
3920,2,68.87,53,10,72310,498,6
4421,6,124.63,113,14,43328,540,11
5839,2,40.52,25,6,51826,210,28
253,7,194.23,180,20,89069,1730,13
5086,3,66.36,4,6,45207,300,23
1973,2,56.65,28,7,55604,315,22
3541,4,115.88,127,24,61270,710,9
5681,2,42.43,49,6,67876,288,26
4897,4,109.02,112,11,77967,850,17
2525,5,147.22,73,37,98492,1450,14
1281,3,71.4,5,7,53221,380,20
2767,2,44.4,72,6,52927,235,30
3040,4,89.0,103,16,54831,488,6
3122,1,34.12,181,4,52168,178,60
1512,5,124.94,7,6,68833,860,15
5702,3,50.8,142,6,67913,345,39
2833,3,53.9,55,6,68645,370,31
5830,2,46.56,89,6,67869,316,34
4008,3,66.37,106,28,61774,410,20
1629,2,48.52,178,6,52555,255,23
3689,3,67.72,91,6,63496,430,28
162,3,49.72,7,6,61946,308,33
5536,3,55.83,145,7,62690,350,25
91,5,97.69,28,6,80356,785,17
2212,4,94.4,173,4,56144,530,13
3009,5,102.61,16,23,61397,630,12
6295,6,134.5,39,8,63197,850,24
5168,4,79.23,118,26,74466,590,25
5167,2,42.23,118,6,80511,340,30
6215,5,147.05,161,6,52363,770,13
1337,5,151.53,158,21,93710,1420,16
1018,2,47.72,171,5,62866,300,22
5235,4,94.57,3,6,67146,635,16
6557,1,33.68,72,6,48990,165,26
3128,2,41.0,181,5,58536,240,13
347,6,158.55,143,37,105960,1680,17
5355,3,65.95,5,6,64594,426,20
1418,3,84.4,183,24,70853,598,23
3431,2,33.27,19,7,87165,290,41
6121,5,136.6,123,24,67349,920,21
3219,2,35.99,73,6,65295,235,30
4710,4,86.42,1,19,63642,550,20
6921,2,40.56,1,6,70266,285,40
2782,2,38.32,79,20,85855,329,27
844,6,221.84,166,10,99981,2218,18
2914,5,158.92,39,17,97533,1550,10
6761,5,147.71,118,32,91395,1350,16
4259,3,51.89,122,6,53960,280,30
345,5,152.74,49,24,69398,1060,12
4543,1,36.77,25,6,67990,250,32
2479,2,39.53,89,6,65772,260,36
6515,2,42.13,181,4,59340,250,24
4868,1,33.81,123,6,84294,285,30
153,3,68.14,16,7,52098,355,23
3659,13,740.75,117,3,87478,6480,21
3040,5,140.23,103,16,61327,860,6
280,2,39.36,89,6,73170,288,35
6296,2,45.05,117,29,94339,425,25
2197,7,190.0,147,24,78947,1500,18
2266,1,36.89,164,6,69937,258,25
611,3,72.94,12,33,79517,580,16
220,5,134.55,96,16,86213,1160,10
4033,4,89.65,44,8,59118,530,7
1327,2,54.81,158,24,105820,580,22
3713,4,77.5,65,6,56387,437,26
1767,1,33.6,25,5,52083,175,59
3687,2,44.42,91,6,56280,250,27
2765,2,41.36,65,6,65764,272,26
5844,1,33.9,81,4,73746,250,59
345,4,117.29,49,14,76732,900,11
5978,3,70.38,127,18,53282,375,21
5091,2,35.32,89,6,62287,220,35
3364,5,121.0,137,32,62809,760,12
3480,3,56.24,7,6,60455,340,22
6658,3,75.3,7,16,60026,452,24
1015,3,54.0,89,6,68518,370,21
3120,2,44.65,80,5,75923,339,44
3066,3,81.3,2,23,71340,580,10
6468,3,57.94,11,6,53503,310,27
3398,5,121.34,81,23,76644,930,12
4782,4,87.82,63,6,39854,350,16
6499,2,51.0,19,14,111764,570,78
814,3,71.4,169,24,92436,660,24
1543,3,48.51,48,18,68027,330,28
6952,2,49.32,165,15,57785,285,6
6456,1,34.77,143,6,113603,395,40
1236,3,52.35,164,6,58261,305,32
4117,5,142.23,53,17,66793,950,12
5832,4,92.87,111,5,39840,370,12
6729,2,60.46,63,6,50942,308,8
3028,5,115.67,3,9,70891,820,15
220,4,112.0,96,12,86607,970,13
4528,3,65.25,116,5,43678,285,33
2755,3,55.87,65,6,79649,445,30
2063,4,97.0,28,6,74226,720,10
6378,4,70.1,173,6,43937,308,22
1462,2,57.92,40,14,89779,520,12
940,4,90.12,172,16,56591,510,5
940,6,125.0,172,16,59600,745,5
4776,1,31.47,89,5,53066,167,60
404,2,33.94,183,4,75132,255,50
4706,3,70.2,183,20,72649,510,27
6232,3,52.11,49,6,73882,385,22
80,1,50.34,11,25,63567,320,22
6707,5,107.84,108,31,106639,1150,13
1906,5,153.19,84,29,68542,1050,20
5276,4,102.41,112,6,79093,810,18
577,5,145.18,65,18,89544,1300,16
6410,2,63.97,4,16,54713,350,10
36,5,124.53,161,6,63840,795,14
6707,5,144.16,108,33,101970,1470,12
2209,3,83.7,15,11,43010,360,9
2480,1,36.91,89,6,67732,250,34
