6416,8,133.5,155,6,15,950
5037,1,29.8,8,6,53,246
2098,5,129.88,80,10,16,898
456,3,83.79,35,34,14,850
4129,3,67.9,80,7,24,415
5370,2,37.1,104,6,23,202
6540,1,28.71,163,6,34,188
3451,2,53.1,81,6,63,285
6109,5,159.28,39,13,21,920
3124,1,31.82,181,5,30,185
439,4,89.86,45,36,6,345
375,3,76.93,7,24,19,495
1186,4,111.36,82,33,13,850
2144,3,75.27,56,18,11,700
6486,2,40.26,19,21,30,390
4739,2,37.75,136,6,21,300
3150,2,45.0,80,5,38,280
1158,4,64.87,100,6,32,226
5221,3,52.82,133,4,30,179
1537,2,53.42,42,6,32,350
170,2,59.65,7,24,19,300
1463,2,47.43,40,6,24,288
3598,4,89.33,63,6,22,375
153,2,42.87,16,7,23,220
5168,3,65.72,118,26,25,465
4660,5,132.21,53,10,12,820
5532,3,67.58,28,6,23,385
3460,1,31.44,22,6,29,180
95,4,100.17,2,10,18,640
5416,4,98.0,3,13,14,620
2577,3,53.07,49,6,25,360
866,3,64.25,11,6,18,680
6894,2,41.3,0,6,22,215
5646,4,82.22,172,14,12,300
2098,4,98.04,80,16,15,735
6689,3,82.4,181,7,22,520
2509,3,57.15,52,6,23,280
125,3,61.43,72,6,21,343
1747,2,67.86,3,6,18,360
1162,2,33.28,80,6,25,208
2053,2,43.9,53,6,27,250
1601,2,54.63,40,6,21,303
2925,2,44.53,72,6,25,232
5200,4,93.3,8,6,19,820
713,3,78.0,166,25,11,625
1022,4,110.98,181,7,15,870
1909,3,50.49,16,6,37,360
2610,3,60.67,10,6,22,360
6205,6,156.48,155,7,21,750
47,4,85.0,0,11,17,530
5168,3,70.04,118,22,24,470
4677,2,40.8,121,6,33,340
3187,2,55.22,53,6,19,315
5290,5,109.73,98,11,6,460
6907,5,107.91,183,7,19,780
461,4,81.0,142,4,32,640
597,5,68.33,141,15,14,690
954,2,59.7,98,18,7,268
3739,5,133.76,3,18,11,860
2928,5,158.97,73,26,14,1520
3347,5,94.7,7,6,12,740
6594,4,96.82,165,14,10,680
6372,2,35.15,72,6,22,188
1847,2,41.85,93,6,23,148
5291,5,131.0,98,3,7,700
5570,2,45.37,81,4,59,285
228,4,93.2,104,6,14,628
1277,3,80.0,40,5,16,595
139,4,103.33,70,14,11,580
1434,3,64.52,79,29,23,475
4058,3,74.42,70,6,19,365
2466,3,68.53,11,7,27,570
4579,3,69.44,115,6,20,300
6731,4,95.29,130,6,10,350
161,3,67.27,7,6,35,418
358,4,85.11,73,37,16,1050
1544,1,34.85,122,6,22,185
6221,4,96.63,161,18,13,745
6706,3,86.05,170,24,19,475
4965,4,74.83,82,6,36,590
251,5,135.0,97,6,12,628
2921,2,42.65,72,13,30,238
1077,3,75.6,23,6,20,305
3253,3,77.78,111,6,11,310
1790,5,146.0,68,17,17,1390
5656,1,38.92,89,6,31,278
3253,5,93.12,111,5,11,325
1823,5,145.0,73,33,20,880
3683,2,42.93,91,6,39,275
3970,2,42.66,180,6,19,300
5350,4,72.91,109,7,9,370
2355,2,44.78,183,4,59,310
5322,5,130.23,77,14,7,680
611,5,121.95,12,30,14,880
6280,2,37.46,27,6,22,220
2658,3,60.63,40,6,19,320
6377,2,42.7,173,6,22,205
4360,2,45.98,122,6,35,260
6109,5,160.86,39,11,21,900
2480,3,55.57,89,6,37,385
4730,4,96.41,73,29,28,459
6228,2,48.22,116,5,36,195
5819,4,95.61,73,24,20,799
3481,1,29.0,7,6,23,205
5853,3,51.5,94,5,8,160
5222,3,77.2,133,6,21,280
2194,2,43.52,22,6,30,265
6811,3,65.65,178,6,22,330
3918,3,54.09,53,6,9,310
2957,4,104.28,39,27,9,1300
4123,5,135.01,119,18,9,1080
4283,2,40.15,133,6,22,183
3739,5,128.83,3,7,11,830
1264,2,42.6,17,7,28,355
6711,4,122.77,90,32,12,950
3230,5,168.0,142,19,22,878
6223,4,111.02,161,11,11,740
6448,3,56.26,82,6,27,399
4855,5,205.07,118,11,16,1500
3426,3,64.96,161,6,20,385
2656,4,70.2,40,6,14,480
5396,1,33.18,181,6,24,210
1786,5,130.57,15,14,11,630
2922,5,137.24,72,18,16,650
4178,5,131.53,181,7,15,930
5672,1,37.74,17,7,23,310
4040,3,73.68,70,18,21,360
3847,2,48.01,118,6,22,550
1304,4,86.41,160,34,3,960
3362,4,91.24,24,18,10,520
4015,5,122.1,35,24,17,1000
3119,2,39.36,181,6,24,245
6082,4,77.56,115,6,9,455
2506,4,105.04,79,28,20,830
3078,4,109.45,55,31,10,930
3474,4,110.36,63,6,16,410
5176,4,74.15,55,7,20,450
1337,5,137.49,158,18,16,970
3806,3,53.57,81,5,40,400
4680,2,40.63,121,6,35,295
850,4,112.27,154,11,16,730
844,4,83.78,166,26,16,1050
1848,3,57.72,90,25,23,620
4691,2,30.75,160,6,30,300
5991,1,31.7,171,6,30,200
1164,2,38.53,80,6,29,250
1482,3,53.25,94,6,21,230
1663,2,45.06,116,5,32,170
3253,5,92.94,111,5,11,335
726,3,63.92,73,24,24,500
3757,3,63.9,65,6,27,445
220,2,64.78,96,22,10,700
3944,2,47.74,73,24,24,380
5168,3,64.56,118,22,28,485
6766,3,65.29,3,6,20,360
2772,3,70.32,160,26,27,520
4848,3,52.93,122,6,23,283
168,3,49.23,7,6,26,315
2643,3,58.44,164,6,30,315
1703,4,67.99,143,6,34,860
2212,7,173.99,173,6,14,948
5581,5,76.23,100,6,25,275
1629,3,58.45,178,6,21,305
6423,4,100.82,106,32,15,775
5774,5,178.82,142,37,11,1500
5512,4,94.98,25,6,15,770
118,4,73.0,3,5,19,410
5247,2,60.79,4,8,12,325
2809,3,50.0,181,6,32,320
1849,6,212.65,136,21,12,2030
5901,2,38.79,112,6,26,250
3074,2,48.35,169,6,34,475
2410,4,87.62,24,14,8,550
3859,5,95.41,103,6,12,430
6708,8,249.45,108,38,12,2600
603,5,129.43,71,15,14,760
2207,2,37.15,145,32,14,275
3117,3,63.0,80,5,18,600
3481,2,36.47,7,6,23,228
3253,5,97.93,111,11,11,365
3877,3,52.56,118,5,34,445
5564,3,69.94,20,24,25,520
627,2,44.74,13,6,19,225
136,4,106.0,98,14,11,498
5167,3,53.54,118,6,30,450
721,3,74.81,73,24,26,620
2767,1,35.6,72,6,31,175
1986,1,33.12,145,6,24,248
858,2,40.0,20,6,33,250
881,5,106.91,154,6,14,570
1183,4,113.18,73,28,18,1050
6041,3,70.97,14,30,22,460
4473,5,117.89,79,35,21,920
544,3,58.44,109,7,12,280
3309,5,160.16,68,30,18,1350
5642,5,120.08,166,34,16,1010
6275,3,71.12,173,7,20,310
6242,5,113.27,0,7,20,530
1435,2,38.04,79,6,29,332
2888,3,62.21,10,6,26,355
3683,3,47.8,91,6,39,300
6124,2,48.68,3,6,20,300
2661,2,53.61,72,6,32,280
5963,3,69.05,89,24,29,480
3124,2,33.27,181,6,27,215
6554,2,45.0,72,6,31,235
5606,3,67.39,154,6,23,365
5357,2,42.3,153,6,27,245
6403,4,83.13,4,6,17,365
120,4,83.73,3,18,8,440
3358,5,130.9,40,7,18,640
6927,3,52.3,184,6,23,320
456,3,79.47,35,34,14,770
4873,4,75.21,28,6,23,430
821,3,55.65,100,6,36,213
4473,5,115.22,79,33,23,890
5579,2,46.17,9,6,22,346
2928,4,118.85,73,22,17,1080
5545,1,34.37,6,6,31,245
3253,5,93.12,111,5,11,318
2661,1,28.31,72,6,31,160
1032,3,63.71,154,6,20,335
3143,2,51.8,80,6,28,300
3399,3,58.43,106,28,13,535
4915,4,113.31,63,4,13,440
6754,3,46.0,42,6,36,312
248,5,144.12,160,16,16,978
4415,4,74.31,3,6,13,380
6000,4,87.11,90,29,13,770
1973,3,49.84,28,6,21,310
6909,3,68.5,183,6,24,425
4057,1,31.28,11,6,24,270
4151,5,155.03,73,33,18,1400
80,3,62.54,11,25,22,450
1555,2,47.7,42,6,24,330
5978,3,83.59,127,18,24,455
3124,2,36.25,181,6,33,225
1468,2,40.86,3,6,22,240
5167,3,49.99,118,6,28,390
2920,2,48.02,72,5,36,258
5320,4,103.46,160,9,19,845
5528,4,72.65,28,6,22,420
1895,3,67.22,16,6,36,498
1722,5,94.61,77,6,11,478
2960,5,102.88,38,6,21,405
4523,3,47.38,116,6,35,180
4525,4,78.75,116,6,26,355
1497,3,57.55,11,7,22,535
1683,5,155.0,157,8,19,980
3783,2,50.93,181,6,32,295
786,2,48.6,11,6,30,335
5831,1,27.66,141,6,27,240
3684,1,34.62,91,6,34,220
6810,3,68.87,52,6,22,315
2653,2,47.34,81,5,39,380
916,5,167.37,73,34,17,1085
6514,3,48.8,11,6,22,373
555,6,160.31,112,16,11,1280
663,2,51.5,37,6,27,315
723,3,74.43,73,18,26,590
401,6,190.0,0,17,9,1210
5376,6,130.88,39,21,21,840
5784,4,74.74,29,6,23,425
4864,2,40.0,123,6,34,268
3066,5,108.13,2,18,12,790
3030,2,48.11,3,6,21,320
660,2,52.36,37,6,31,275
3479,4,58.61,133,6,29,195
3853,2,43.0,103,6,22,175
1386,1,31.0,11,5,37,230
6745,5,152.02,155,11,12,1140
1890,2,50.36,16,6,30,303
2679,1,33.02,25,5,60,195
4195,5,178.22,73,34,14,1560
1420,6,134.93,6,26,13,660
5378,4,86.99,15,16,13,370
1474,5,133.41,133,14,12,600
2791,2,54.0,146,5,24,345
6387,5,120.42,28,5,20,750
5370,3,62.32,104,6,22,320
1096,4,117.28,81,24,22,820
291,3,66.1,40,6,28,360
6335,2,50.27,16,6,30,340
3749,4,84.89,3,18,11,520
2902,4,89.35,71,11,6,750
4846,1,25.88,122,5,64,140
6039,2,39.87,14,5,38,290
5002,5,264.13,166,47,12,2900
4713,1,50.19,169,38,19,395
6184,4,100.45,154,20,17,560
2194,3,62.22,22,6,28,435
238,3,76.07,157,6,21,405
6705,3,65.72,170,6,20,350
1145,2,49.07,29,6,23,265
3920,2,68.87,53,10,6,498
4421,6,124.63,113,14,11,540
5839,2,40.52,25,6,28,210
253,7,194.23,180,20,13,1730
5086,3,66.36,4,6,23,300
1973,2,56.65,28,7,22,315
3541,4,115.88,127,24,9,710
5681,2,42.43,49,6,26,288
4897,4,109.02,112,11,17,850
2525,5,147.22,73,37,14,1450
1281,3,71.4,5,7,20,380
2767,2,44.4,72,6,30,235
3040,4,89.0,103,16,6,488
3122,1,34.12,181,4,60,178
1512,5,124.94,7,6,15,860
5702,3,50.8,142,6,39,345
2833,3,53.9,55,6,31,370
5830,2,46.56,89,6,34,316
4008,3,66.37,106,28,20,410
1629,2,48.52,178,6,23,255
3689,3,67.72,91,6,28,430
162,3,49.72,7,6,33,308
5536,3,55.83,145,7,25,350
91,5,97.69,28,6,17,785
2212,4,94.4,173,4,13,530
3009,5,102.61,16,23,12,630
6295,6,134.5,39,8,24,850
5168,4,79.23,118,26,25,590
5167,2,42.23,118,6,30,340
6215,5,147.05,161,6,13,770
1337,5,151.53,158,21,16,1420
1018,2,47.72,171,5,22,300
5235,4,94.57,3,6,16,635
6557,1,33.68,72,6,26,165
3128,2,41.0,181,5,13,240
347,6,158.55,143,37,17,1680
5355,3,65.95,5,6,20,426
1418,3,84.4,183,24,23,598
3431,2,33.27,19,7,41,290
6121,5,136.6,123,24,21,920
3219,2,35.99,73,6,30,235
4710,4,86.42,1,19,20,550
6921,2,40.56,1,6,40,285
2782,2,38.32,79,20,27,329
844,6,221.84,166,10,18,2218
2914,5,158.92,39,17,10,1550
6761,5,147.71,118,32,16,1350
4259,3,51.89,122,6,30,280
345,5,152.74,49,24,12,1060
4543,1,36.77,25,6,32,250
2479,2,39.53,89,6,36,260
6515,2,42.13,181,4,24,250
4868,1,33.81,123,6,30,285
153,3,68.14,16,7,23,355
3659,13,740.75,117,3,21,6480
3040,5,140.23,103,16,6,860
280,2,39.36,89,6,35,288
6296,2,45.05,117,29,25,425
2197,7,190.0,147,24,18,1500
2266,1,36.89,164,6,25,258
611,3,72.94,12,33,16,580
220,5,134.55,96,16,10,1160
4033,4,89.65,44,8,7,530
1327,2,54.81,158,24,22,580
3713,4,77.5,65,6,26,437
1767,1,33.6,25,5,59,175
3687,2,44.42,91,6,27,250
2765,2,41.36,65,6,26,272
5844,1,33.9,81,4,59,250
345,4,117.29,49,14,11,900
5978,3,70.38,127,18,21,375
5091,2,35.32,89,6,35,220
3364,5,121.0,137,32,12,760
3480,3,56.24,7,6,22,340
6658,3,75.3,7,16,24,452
1015,3,54.0,89,6,21,370
3120,2,44.65,80,5,44,339
3066,3,81.3,2,23,10,580
6468,3,57.94,11,6,27,310
3398,5,121.34,81,23,12,930
4782,4,87.82,63,6,16,350
6499,2,51.0,19,14,78,570
814,3,71.4,169,24,24,660
1543,3,48.51,48,18,28,330
6952,2,49.32,165,15,6,285
6456,1,34.77,143,6,40,395
1236,3,52.35,164,6,32,305
4117,5,142.23,53,17,12,950
5832,4,92.87,111,5,12,370
6729,2,60.46,63,6,8,308
3028,5,115.67,3,9,15,820
220,4,112.0,96,12,13,970
4528,3,65.25,116,5,33,285
2755,3,55.87,65,6,30,445
2063,4,97.0,28,6,10,720
6378,4,70.1,173,6,22,308
1462,2,57.92,40,14,12,520
940,4,90.12,172,16,5,510
940,6,125.0,172,16,5,745
4776,1,31.47,89,5,60,167
404,2,33.94,183,4,50,255
4706,3,70.2,183,20,27,510
6232,3,52.11,49,6,22,385
80,1,50.34,11,25,22,320
6707,5,107.84,108,31,13,1150
1906,5,153.19,84,29,20,1050
5276,4,102.41,112,6,18,810
577,5,145.18,65,18,16,1300
6410,2,63.97,4,16,10,350
36,5,124.53,161,6,14,795
6707,5,144.16,108,33,12,1470
2209,3,83.7,15,11,9,360
2480,1,36.91,89,6,34,250
1084,3,61.16,24,6,20,320
1717,3,55.04,70,6,27,280
272,5,206.06,166,61,8,1850
2098,4,112.28,80,28,11,785
4748,4,91.81,183,6,22,590
3121,1,36.14,181,5,21,235
2296,1,35.21,11,7,27,265
4196,5,129.86,166,32,13,1200
778,3,75.41,26,18,28,480
260,3,70.41,10,6,22,360
1973,3,57.06,28,6,22,323
6600,3,66.9,42,35,20,530
3342,4,96.18,40,11,9,730
3977,4,111.34,40,11,14,720
6035,4,143.05,35,12,6,1780
3180,2,40.82,49,6,25,280
55,4,74.78,0,7,23,358
3192,3,71.15,172,5,9,360
3526,4,76.1,112,6,19,620
3375,2,52.77,27,6,33,305
3901,3,57.24,104,6,29,310
5425,6,288.3,132,44,11,2320
3553,4,92.99,98,18,12,410
1321,2,50.0,1,7,22,345
6951,1,35.52,165,6,24,200
3813,5,128.64,97,18,10,548
1602,2,55.46,40,6,22,305
6678,2,43.05,15,13,10,235
4102,1,32.8,25,6,27,175
2853,3,81.37,89,18,21,620
954,4,104.11,98,14,8,450
3848,4,107.33,118,24,20,880
4220,2,33.97,106,7,26,225
1931,4,109.0,77,17,11,730
3066,4,107.15,2,18,12,730
3110,5,157.88,35,23,21,1100
2148,3,56.74,11,6,29,400
5566,3,80.32,16,7,20,475
811,2,48.96,2,6,21,290
2075,3,69.5,55,12,22,565
5522,3,61.52,65,6,28,380
6161,4,86.65,25,6,22,540
11,3,61.39,181,6,19,385
2035,4,93.57,170,7,21,580
1929,4,84.8,77,27,8,430
4383,1,39.51,164,20,31,270
1552,2,53.82,171,7,26,360
1337,5,138.72,158,26,16,1060
6565,2,49.05,112,6,23,290
1077,2,51.37,23,6,20,225
3628,3,52.21,165,6,22,290
844,6,257.68,166,32,14,2300
4952,2,47.54,169,11,39,405
1,5,133.25,113,5,9,830
2920,2,56.83,72,5,35,296
2612,3,57.01,10,6,24,300
6823,2,60.08,90,24,26,460
2123,4,137.28,79,32,20,985
749,4,84.63,170,12,11,630
4207,5,143.69,17,33,15,1460
5010,2,39.26,9,7,29,230
3253,3,79.33,111,11,8,278
3133,3,75.15,42,18,22,445
2093,2,33.47,89,5,41,205
4889,2,64.52,73,26,12,550
2639,3,66.94,40,6,22,351
2960,3,68.26,38,6,23,273
1154,2,50.86,3,6,18,269
5086,3,68.61,4,6,23,285
6915,1,33.82,1,6,31,255
4064,2,42.32,10,6,27,215
284,3,72.96,89,6,35,511
3848,4,96.43,118,18,18,790
2047,2,32.66,89,6,44,185
2531,5,113.17,3,8,10,940
5381,5,90.25,130,6,7,390
4795,3,54.93,54,6,22,260
5584,4,70.27,100,6,31,255
2920,2,39.86,72,5,39,220
3031,4,93.23,3,6,17,600
1,3,90.68,113,13,9,520
6857,3,90.92,133,6,17,380
5408,3,63.0,3,6,20,350
275,3,85.97,181,24,9,680
370,5,104.65,3,11,7,700
4219,3,45.77,81,5,63,295
3128,3,50.92,181,6,18,300
916,5,167.37,73,34,17,1000
6404,3,69.51,29,6,22,375
6235,5,137.25,111,14,10,460
3573,4,97.5,137,6,10,465
4919,2,70.66,82,29,18,510
5935,4,90.63,15,14,6,450
6515,3,62.9,181,6,38,360
3837,4,83.3,119,6,22,460
3078,6,184.83,55,23,10,1650
6895,2,43.94,10,6,31,260
272,5,232.56,166,60,8,2150
2440,5,133.59,155,7,19,830
3961,2,55.31,180,6,32,370
388,2,48.46,89,21,14,300
4522,2,49.39,116,5,37,220
4212,5,102.83,99,6,39,380
5622,5,116.87,137,5,16,750
6061,2,44.0,150,6,28,220
2188,4,114.14,97,12,8,480
1677,5,119.08,3,18,10,728
985,5,132.53,1,21,17,960
1653,2,66.32,40,17,11,480
1263,2,41.18,16,6,19,298
776,5,137.27,81,24,18,980
3086,2,48.53,79,5,38,310
394,4,105.06,179,14,6,600
1572,4,147.06,39,32,11,1350
6307,5,117.37,115,14,9,660
611,5,139.48,12,33,16,890
1722,2,52.86,77,6,11,295
2449,3,49.11,116,6,36,222
3128,3,41.0,181,6,18,250
355,4,109.37,55,25,19,700
3864,3,62.2,103,6,23,245
5939,5,132.38,161,11,13,835
5756,5,147.23,73,28,12,1500
5010,1,39.3,9,7,29,260
1512,3,64.24,7,6,16,450
